"","trait","env","gen","predicted.value"
"705","NDM","E08","G31",119.982631566271
"706","NDM","E08","G32",118.702224943964
"707","NDM","E08","G33",114.495174613529
"708","NDM","E08","G34",115.592666004077
"709","NDM","E08","G38",117.604733553416
"710","NDM","E08","G40",119.06805540748
"711","NDM","E08","G41",124.73842759198
"712","NDM","E08","G43",119.982631566271
"713","NDM","E08","G44",127.665071300109
"714","NDM","E08","G45",124.921342823738
"715","NDM","E08","G47",115.958496467593
"716","NDM","E08","G49",126.018834214287
"717","NDM","E08","G50",117.787648785174
"718","NDM","E08","G51",118.15347924869
"719","NDM","E08","G52",119.799716334512
"720","NDM","E08","G53",115.592666004077
"721","NDM","E08","G54",117.787648785174
"722","NDM","E08","G56",115.043920308803
"723","NDM","E08","G58",118.702224943964
"724","NDM","E08","G61",115.686001339061
"725","NDM","E08","G63",115.958496467593
"726","NDM","E08","G65",120.531377261545
"727","NDM","E09","G02",101.383025397102
"728","NDM","E09","G03",96.0954151128601
"729","NDM","E09","G04",101.713501039867
"730","NDM","E09","G06",113.941099822178
"731","NDM","E09","G07",101.383025397102
"732","NDM","E09","G11",101.383025397102
"733","NDM","E09","G12",101.713501039867
"734","NDM","E09","G14",97.0868420411555
"735","NDM","E09","G16",114.271575464943
"736","NDM","E09","G18",114.932526750473
"737","NDM","E09","G19",117.906807535359
"738","NDM","E09","G20",108.983965180701
"739","NDM","E09","G26",114.932526750473
"740","NDM","E09","G30",117.245856249829
"741","NDM","E09","G31",95.1039881845646
"742","NDM","E09","G32",102.043976682633
"743","NDM","E09","G33",101.383025397102
"744","NDM","E09","G34",94.7735125417995
"745","NDM","E09","G38",113.941099822178
"746","NDM","E09","G40",103.035403610928
"747","NDM","E09","G41",111.958245965587
"748","NDM","E09","G43",110.305867751761
"749","NDM","E09","G44",116.584904964299
"750","NDM","E09","G45",113.941099822178
"751","NDM","E09","G47",101.713501039867
"752","NDM","E09","G49",117.576331892594
"753","NDM","E09","G50",100.391598468807
"754","NDM","E09","G51",107.331586966875
"755","NDM","E09","G52",108.32301389517
"756","NDM","E09","G53",114.271575464943
"757","NDM","E09","G54",112.619197251117
"758","NDM","E09","G56",107.00111132411
"759","NDM","E09","G58",107.992538252405
"760","NDM","E09","G61",101.052549754337
"761","NDM","E09","G63",101.383025397102
"762","NDM","E09","G65",110.966819037291
"763","NDM","E10","G02",112.357929903494
"764","NDM","E10","G03",112.357929903494
"765","NDM","E10","G04",124.893481119293
"766","NDM","E10","G06",124.893481119293
"767","NDM","E10","G07",124.893481119293
"768","NDM","E10","G11",112.357929903494
"769","NDM","E10","G12",104.643744539925
"770","NDM","E10","G14",118.14356892617
"771","NDM","E10","G16",104.643744539925
"772","NDM","E10","G18",132.607666482862
"773","NDM","E10","G19",124.893481119293
"774","NDM","E10","G20",124.893481119293
"775","NDM","E10","G26",124.893481119293
"776","NDM","E10","G30",132.607666482862
"777","NDM","E10","G31",112.357929903494
"778","NDM","E10","G32",95.0010128354643
"779","NDM","E10","G33",104.965168930074
"780","NDM","E10","G34",112.357929903494
"781","NDM","E10","G38",124.893481119293
"782","NDM","E10","G40",124.893481119293
"783","NDM","E10","G41",124.893481119293
"784","NDM","E10","G43",124.893481119293
"785","NDM","E10","G44",124.893481119293
"786","NDM","E10","G45",124.893481119293
"787","NDM","E10","G47",124.893481119293
"788","NDM","E10","G49",117.179295755724
"789","NDM","E10","G50",124.893481119293
"790","NDM","E10","G51",124.893481119293
"791","NDM","E10","G52",130.67912014197
"792","NDM","E10","G53",124.893481119293
"793","NDM","E10","G54",142.250398187323
"794","NDM","E10","G56",132.607666482862
"795","NDM","E10","G58",124.893481119293
"796","NDM","E10","G61",124.893481119293
"797","NDM","E10","G63",124.893481119293
"798","NDM","E10","G65",142.571822577471
"799","NDM","E12","G02",94.2373245803595
"800","NDM","E12","G03",96.9970431621125
"801","NDM","E12","G04",94.2373245803595
"802","NDM","E12","G06",96.1478989831116
"803","NDM","E12","G07",93.2205909391919
"804","NDM","E12","G11",95.7233268936111
"805","NDM","E12","G12",95.0864687593604
"806","NDM","E12","G14",96.9970431621125
"807","NDM","E12","G16",92.7513222671078
"808","NDM","E12","G18",95.5110408488609
"809","NDM","E12","G19",96.7847571173623
"810","NDM","E12","G20",95.7233268936111
"811","NDM","E12","G26",94.8741827146102
"812","NDM","E12","G30",94.8741827146102
"813","NDM","E12","G31",92.7513222671078
"814","NDM","E12","G32",93.3881804013585
"815","NDM","E12","G33",92.7513222671078
"816","NDM","E12","G34",92.6463772465304
"817","NDM","E12","G38",96.3601850278618
"818","NDM","E12","G40",95.5110408488609
"819","NDM","E12","G41",95.0864687593604
"820","NDM","E12","G43",95.7233268936111
"821","NDM","E12","G44",94.8741827146102
"822","NDM","E12","G45",96.9970431621125
"823","NDM","E12","G47",96.1478989831116
"824","NDM","E12","G49",94.6618966698599
"825","NDM","E12","G50",96.9970431621125
"826","NDM","E12","G51",95.5110408488609
"827","NDM","E12","G52",96.3601850278618
"828","NDM","E12","G53",94.8741827146102
"829","NDM","E12","G54",96.9970431621125
"830","NDM","E12","G56",94.0250385356092
"831","NDM","E12","G58",96.1478989831116
"832","NDM","E12","G62",96.3601850278618
"833","NDM","E12","G63",96.1478989831116
"834","NDM","E12","G65",95.0864687593604
"835","NDM","E13","G02",177.195556233157
"836","NDM","E13","G03",173.349841345596
"837","NDM","E13","G04",176.234127511266
"838","NDM","E13","G06",180.800913940244
"839","NDM","E13","G07",173.430782129697
"840","NDM","E13","G11",173.590198526069
"841","NDM","E13","G12",174.551627247959
"842","NDM","E13","G14",175.032341608904
"843","NDM","E13","G16",173.830555706541
"844","NDM","E13","G18",173.349841345596
"845","NDM","E13","G19",175.032341608904
"846","NDM","E13","G20",168.783054916618
"847","NDM","E13","G26",180.079842398827
"848","NDM","E13","G30",185.684526563795
"849","NDM","E13","G31",171.186626721344
"850","NDM","E13","G32",169.023412097091
"851","NDM","E13","G33",175.993770330794
"852","NDM","E13","G34",171.907698262761
"853","NDM","E13","G38",183.444842925442
"854","NDM","E13","G40",175.993770330794
"855","NDM","E13","G41",185.367700369222
"856","NDM","E13","G43",176.955199052684
"857","NDM","E13","G44",186.08877191064
"858","NDM","E13","G45",189.213415256782
"859","NDM","E13","G47",187.290557813002
"860","NDM","E13","G49",171.426983901816
"861","NDM","E13","G50",163.25483976575
"862","NDM","E13","G51",175.032341608904
"863","NDM","E13","G52",173.590198526069
"864","NDM","E13","G53",170.465555179926
"865","NDM","E13","G54",173.109484165124
"866","NDM","E13","G56",170.946269540871
"867","NDM","E13","G58",174.311270067486
"868","NDM","E13","G62",176.234127511266
"869","NDM","E13","G63",177.435913413629
"870","NDM","E13","G65",175.97766570956
"871","NDM","E14","G01",100.736375344267
"872","NDM","E14","G02",111.798840673211
"873","NDM","E14","G03",96.8319758164039
"874","NDM","E14","G04",95.2051426797944
"875","NDM","E14","G06",111.47347404589
"876","NDM","E14","G07",97.1573424437258
"877","NDM","E14","G08",99.760275462301
"878","NDM","E14","G11",93.5783095431849
"879","NDM","E14","G14",104.315408244808
"880","NDM","E14","G18",112.774940555177
"881","NDM","E14","G19",111.148107418568
"882","NDM","E14","G20",104.315408244808
"883","NDM","E14","G25",97.4827090710477
"884","NDM","E14","G26",106.918341263383
"885","NDM","E14","G27",95.5305093071163
"886","NDM","E14","G30",104.315408244808
"887","NDM","E14","G31",97.1573424437258
"888","NDM","E14","G34",94.5544094251506
"889","NDM","E14","G35",108.545174399992
"890","NDM","E14","G38",112.449573927855
"891","NDM","E14","G40",103.339308362842
"892","NDM","E14","G41",111.798840673211
"893","NDM","E14","G43",105.616874754095
"894","NDM","E14","G44",108.21980777267
"895","NDM","E14","G45",105.291508126773
"896","NDM","E14","G47",94.5544094251506
"897","NDM","E14","G49",112.774940555177
"898","NDM","E14","G51",103.339308362842
"899","NDM","E14","G52",106.918341263383
"900","NDM","E14","G53",104.315408244808
"901","NDM","E14","G54",104.64077487213
"902","NDM","E14","G56",101.712475226232
"903","NDM","E14","G58",100.085642089623
"904","NDM","E14","G62",99.760275462301
"905","NDM","E14","G63",105.291508126773
"906","NDM","E14","G65",105.291508126773
"907","NDM","E15","G03",86.0693966248071
"908","NDM","E15","G04",95.737498820268
"909","NDM","E15","G06",101.972294330675
"910","NDM","E15","G07",86.4745822251478
"911","NDM","E15","G12",86.0693966248071
"912","NDM","E15","G13",103.588722796337
"913","NDM","E15","G16",95.5105515436551
"914","NDM","E15","G17",86.7316830830128
"915","NDM","E15","G18",89.8845872440233
"916","NDM","E15","G19",88.1535535418179
"917","NDM","E15","G20",92.042805184471
"918","NDM","E15","G31",89.8845872440233
"919","NDM","E15","G32",86.4745822251478
"920","NDM","E15","G33",83.9500246437783
"921","NDM","E15","G34",89.8845872440233
"922","NDM","E15","G49",86.4745822251478
"923","NDM","E15","G50",90.8882134232845
"924","NDM","E15","G51",86.9626014352501
"925","NDM","E15","G52",90.4263767188098
"926","NDM","E15","G53",85.1299068296104
"927","NDM","E15","G56",89.33343572765
"928","NDM","E15","G58",97.1230089336919
"929","NDM","E15","G62",85.346172969589
"930","NDM","E15","G63",86.5007647307755
"931","NDM","E15","G65",86.5007647307755
"932","NDM","E16","G04",104.844717897203
"933","NDM","E16","G07",98.0425246944589
"934","NDM","E16","G12",94.7893018583637
"935","NDM","E16","G13",96.8595345722425
"936","NDM","E16","G15",98.6340197555671
"937","NDM","E16","G19",104.548970366649
"938","NDM","E16","G31",106.914950611082
"939","NDM","E16","G32",95.676544450026
"940","NDM","E16","G52",106.02770801942
"941","NDM","E16","G56",102.774485183325
"942","NDM","E16","G63",101.887242591662
"943","NDM","E17","G04",120.604087588338
"944","NDM","E17","G07",108.706103293387
"945","NDM","E17","G12",107.714604602141
"946","NDM","E17","G13",114.655095440863
"947","NDM","E17","G14",104.079109400906
"948","NDM","E17","G15",110.689100675879
"949","NDM","E17","G19",119.943088460841
"950","NDM","E17","G31",120.273588024589
"951","NDM","E17","G32",104.079109400906
"952","NDM","E17","G52",115.646594132108
"953","NDM","E17","G56",115.646594132108
"954","NDM","E17","G63",117.6295915146
"955","NDM","E18","G04",110.864285128002
"956","NDM","E18","G07",99.1646491608759
"957","NDM","E18","G10",93.6398210652885
"958","NDM","E18","G11",96.2397401690944
"959","NDM","E18","G12",110.864285128002
"960","NDM","E18","G13",106.964406472293
"961","NDM","E18","G15",110.864285128002
"962","NDM","E18","G19",124.838850310958
"963","NDM","E18","G31",120.288991879298
"964","NDM","E18","G32",85.5150738658954
"965","NDM","E18","G36",94.9397806171914
"966","NDM","E18","G37",115.802939368142
"967","NDM","E18","G52",106.964406472293
"968","NDM","E18","G56",93.3148311773128
"969","NDM","E18","G63",113.403420454167
"970","NDM","E19","G04",104.382567345674
"971","NDM","E19","G07",93.8511449815572
"972","NDM","E19","G10",90.595448532366
"973","NDM","E19","G11",91.9358628614376
"974","NDM","E19","G12",95.5741303260605
"975","NDM","E19","G13",100.169836597163
"976","NDM","E19","G15",99.6847356484166
"977","NDM","E19","G19",109.935712423256
"978","NDM","E19","G31",100.225951232736
"979","NDM","E19","G32",97.3838753487213
"980","NDM","E19","G36",93.0847894292133
"981","NDM","E19","G37",98.8294222680915
"982","NDM","E19","G52",93.2762771905092
"983","NDM","E19","G56",91.7443751001417
"984","NDM","E19","G63",98.0634712229077
"985","GY","E01","G02",3690.9184161756
"986","GY","E01","G05",1004.44894682118
"987","GY","E01","G09",3062.1702424969
"988","GY","E01","G11",1804.67389513952
"989","GY","E01","G14",2719.21669321762
"990","GY","E01","G21",1747.51497025964
"991","GY","E01","G22",2261.94529417857
"992","GY","E01","G23",2090.46851953892
"993","GY","E01","G24",3290.80594201643
"994","GY","E01","G26",3062.1702424969
"995","GY","E01","G28",1690.35604537975
"996","GY","E01","G29",2662.05776833774
"997","GY","E01","G30",3633.75949129572
"998","GY","E01","G38",1576.03819561999
"999","GY","E01","G39",3119.32916737679
"1000","GY","E01","G40",3119.32916737679
"1001","GY","E01","G41",2343.56875302392
"1002","GY","E01","G42",2662.05776833774
"1003","GY","E01","G43",2604.89884345786
"1004","GY","E01","G44",2662.05776833774
"1005","GY","E01","G45",3119.32916737679
"1006","GY","E01","G46",2719.21669321762
"1007","GY","E01","G47",3233.64701713655
"1008","GY","E01","G48",1861.8328200194
"1009","GY","E01","G54",3405.12379177619
"1010","GY","E01","G55",3063.85221978771
"1011","GY","E01","G57",2833.53454297738
"1012","GY","E01","G59",3233.64701713655
"1013","GY","E01","G60",2776.3756180975
"1014","GY","E01","G64",1976.15066977916
"1015","GY","E02","G02",2807.88803753378
"1016","GY","E02","G05",752.149140542847
"1017","GY","E02","G09",1324.10997005361
"1018","GY","E02","G11",3007.99887128873
"1019","GY","E02","G14",2509.08000523
"1020","GY","E02","G21",968.860420536899
"1021","GY","E02","G22",1054.5790883897
"1022","GY","E02","G23",1800.09003767286
"1023","GY","E02","G24",1695.95996580942
"1024","GY","E02","G26",3114.24172721896
"1025","GY","E02","G28",2278.48471565416
"1026","GY","E02","G29",3217.16449390137
"1027","GY","E02","G30",2865.83868622299
"1028","GY","E02","G38",963.729373517542
"1029","GY","E02","G39",3098.24493357038
"1030","GY","E02","G40",2144.17201426509
"1031","GY","E02","G41",2691.38308756483
"1032","GY","E02","G42",3391.60921894006
"1033","GY","E02","G43",2341.56641136273
"1034","GY","E02","G44",2727.30041670033
"1035","GY","E02","G45",3233.16128754996
"1036","GY","E02","G46",2827.20492043018
"1037","GY","E02","G47",2590.87493124447
"1038","GY","E02","G48",1698.37457617147
"1039","GY","E02","G54",2002.91730808512
"1040","GY","E02","G55",1867.69912781028
"1041","GY","E02","G57",2307.15821370351
"1042","GY","E02","G59",1732.17912124018
"1043","GY","E02","G60",1368.47843545629
"1044","GY","E02","G64",2003.82278697089
"1045","GY","E03","G02",1981.40684758664
"1046","GY","E03","G05",731.327233464482
"1047","GY","E03","G09",1861.15561348273
"1048","GY","E03","G11",1841.06290631414
"1049","GY","E03","G14",1574.96333573529
"1050","GY","E03","G21",841.06432646215
"1051","GY","E03","G22",895.160076531423
"1052","GY","E03","G23",1247.55524841126
"1053","GY","E03","G24",1174.91238403252
"1054","GY","E03","G26",2990.98399350097
"1055","GY","E03","G28",1678.77565610632
"1056","GY","E03","G29",964.711755191917
"1057","GY","E03","G30",1572.1297488269
"1058","GY","E03","G38",796.24213354761
"1059","GY","E03","G39",1851.88205632799
"1060","GY","E03","G40",2247.55382826325
"1061","GY","E03","G41",2607.67696443869
"1062","GY","E03","G42",3372.74542970412
"1063","GY","E03","G43",1570.58415596777
"1064","GY","E03","G44",1783.57003426693
"1065","GY","E03","G45",2545.85325007381
"1066","GY","E03","G46",2528.85172862347
"1067","GY","E03","G47",2094.54013521016
"1068","GY","E03","G48",783.877390674633
"1069","GY","E03","G54",2793.14810753334
"1070","GY","E03","G55",1780.78478480838
"1071","GY","E03","G57",1933.79847786146
"1072","GY","E03","G59",2170.27418530714
"1073","GY","E03","G60",1429.93520578766
"1074","GY","E03","G64",1653.01577512095
"1075","GY","E04","G02",3873.08784391279
"1076","GY","E04","G05",657.936841672456
"1077","GY","E04","G09",3691.95257618094
"1078","GY","E04","G11",1540.97127186523
"1079","GY","E04","G14",2653.65934507516
"1080","GY","E04","G21",2356.07997665855
"1081","GY","E04","G22",2430.4748187627
"1082","GY","E04","G23",2543.68436109511
"1083","GY","E04","G24",2747.46153729344
"1084","GY","E04","G26",3404.0768828214
"1085","GY","E04","G28",1162.52794463975
"1086","GY","E04","G29",2391.66011853445
"1087","GY","E04","G30",2239.63587597379
"1088","GY","E04","G38",1282.20660367687
"1089","GY","E04","G39",1984.10576613779
"1090","GY","E04","G40",1971.16753272837
"1091","GY","E04","G41",2795.3657924076
"1092","GY","E04","G42",2889.78210479704
"1093","GY","E04","G43",3931.30989425517
"1094","GY","E04","G44",1605.66243891231
"1095","GY","E04","G45",978.158118555548
"1096","GY","E04","G46",2433.70937711506
"1097","GY","E04","G47",3129.13942287127
"1098","GY","E04","G48",1945.29106590953
"1099","GY","E04","G54",3316.74380730783
"1100","GY","E04","G55",1288.67572038158
"1101","GY","E04","G57",2226.69764256437
"1102","GY","E04","G59",2705.41227871283
"1103","GY","E04","G60",2611.61008649455
"1104","GY","E04","G64",1317.78674555277
"1105","GY","E05","G02",383.5622123981
"1106","GY","E05","G05",444.150450772086
"1107","GY","E05","G09",459.15743364462
"1108","GY","E05","G11",2329.46151309041
"1109","GY","E05","G14",1240.70962143235
"1110","GY","E05","G17",624.201980429853
"1111","GY","E05","G21",460.96449072621
"1112","GY","E05","G22",508.018421540683
"1113","GY","E05","G23",1295.22251006032
"1114","GY","E05","G24",678.112516697292
"1115","GY","E05","G26",1471.41057551536
"1116","GY","E05","G28",805.510040949396
"1117","GY","E05","G29",1879.2031235942
"1118","GY","E05","G30",966.940473571448
"1119","GY","E05","G39",1803.60790234768
"1120","GY","E05","G40",1491.58937959312
"1121","GY","E05","G41",958.206364343763
"1122","GY","E05","G42",1408.46475383997
"1123","GY","E05","G43",1171.74027615166
"1124","GY","E05","G44",1054.58274202857
"1125","GY","E05","G45",1463.57999482847
"1126","GY","E05","G46",1276.24841070363
"1127","GY","E05","G47",1263.5990111325
"1128","GY","E05","G48",1755.41971350528
"1129","GY","E05","G54",1305.46250018933
"1130","GY","E05","G55",833.820601894308
"1131","GY","E05","G57",1124.15443966979
"1132","GY","E05","G59",857.613520135245
"1133","GY","E05","G60",760.333613909643
"1134","GY","E05","G64",569.086739441354
"1135","GY","E06","G02",1596.20692259162
"1136","GY","E06","G05",670.222472866883
"1137","GY","E06","G09",1721.14133247512
"1138","GY","E06","G11",1752.11246769833
"1139","GY","E06","G14",1249.75015568781
"1140","GY","E06","G17",838.201511365701
"1141","GY","E06","G21",557.361556375489
"1142","GY","E06","G22",554.736883898945
"1143","GY","E06","G23",678.621424791824
"1144","GY","E06","G24",617.729023336002
"1145","GY","E06","G26",1327.96539548882
"1146","GY","E06","G28",907.492864746464
"1147","GY","E06","G29",1161.03622598062
"1148","GY","E06","G30",1004.08081188328
"1149","GY","E06","G39",1060.24880288133
"1150","GY","E06","G40",1404.0808973086
"1151","GY","E06","G41",1598.83159506816
"1152","GY","E06","G42",1752.63740219364
"1153","GY","E06","G43",748.437712667895
"1154","GY","E06","G44",997.781597939579
"1155","GY","E06","G45",1022.45351921909
"1156","GY","E06","G46",1411.42998024292
"1157","GY","E06","G47",1058.14906490009
"1158","GY","E06","G48",1719.04159449388
"1159","GY","E06","G54",1063.39840985318
"1160","GY","E06","G55",1188.85775423198
"1161","GY","E06","G57",1125.34068029962
"1162","GY","E06","G59",1489.64522004393
"1163","GY","E06","G60",719.566315425911
"1164","GY","E06","G64",1060.77373737664
"1165","GY","E07","G02",3107.19025478068
"1166","GY","E07","G05",1471.71195132551
"1167","GY","E07","G09",2245.75942138547
"1168","GY","E07","G11",2554.70189304815
"1169","GY","E07","G14",1707.36515051347
"1170","GY","E07","G17",1848.86982275313
"1171","GY","E07","G21",1992.62954953047
"1172","GY","E07","G22",1977.4079314011
"1173","GY","E07","G23",2991.05494608996
"1174","GY","E07","G24",2056.33484022003
"1175","GY","E07","G26",2698.52890275621
"1176","GY","E07","G28",3147.78123645898
"1177","GY","E07","G29",2299.31696665546
"1178","GY","E07","G30",2786.40874679516
"1179","GY","E07","G39",2885.63114645324
"1180","GY","E07","G40",3131.9958546952
"1181","GY","E07","G41",3359.75636300126
"1182","GY","E07","G42",3506.34649064969
"1183","GY","E07","G43",3568.34890773701
"1184","GY","E07","G44",3347.353563044
"1185","GY","E07","G45",2543.99038399415
"1186","GY","E07","G46",3103.80767297415
"1187","GY","E07","G47",2549.06425670394
"1188","GY","E07","G48",2335.3978392584
"1189","GY","E07","G54",2618.97094737214
"1190","GY","E07","G55",2709.17312887949
"1191","GY","E07","G57",2493.25165689627
"1192","GY","E07","G59",2949.33643714281
"1193","GY","E07","G60",2611.07825649024
"1194","GY","E07","G64",2458.86207519659
"1195","GY","E08","G02",1181.94747897271
"1196","GY","E08","G03",1069.04780210988
"1197","GY","E08","G04",1513.80410490285
"1198","GY","E08","G06",1439.67805443736
"1199","GY","E08","G07",1276.60074341326
"1200","GY","E08","G11",1227.18337643627
"1201","GY","E08","G12",1278.12127778179
"1202","GY","E08","G14",1461.72580278094
"1203","GY","E08","G16",1170.16333761665
"1204","GY","E08","G18",1450.32179501702
"1205","GY","E08","G19",1313.85383544208
"1206","GY","E08","G20",1111.62276442852
"1207","GY","E08","G26",1022.29137027779
"1208","GY","E08","G30",1113.9035659813
"1209","GY","E08","G31",1385.31895076266
"1210","GY","E08","G32",698.037416190263
"1211","GY","E08","G33",976.295205629972
"1212","GY","E08","G34",1032.55497726532
"1213","GY","E08","G38",1278.12127778179
"1214","GY","E08","G40",1048.90072172695
"1215","GY","E08","G41",980.856808735541
"1216","GY","E08","G43",1203.23496013203
"1217","GY","E08","G44",1013.54829765879
"1218","GY","E08","G45",1140.13278383833
"1219","GY","E08","G47",1087.29421453215
"1220","GY","E08","G49",1150.77652441799
"1221","GY","E08","G50",1149.25599004946
"1222","GY","E08","G51",1379.23681328857
"1223","GY","E08","G52",1595.53282721096
"1224","GY","E08","G53",1244.28938808215
"1225","GY","E08","G54",1258.35433099099
"1226","GY","E08","G56",1230.22444517331
"1227","GY","E08","G58",1094.51675278264
"1228","GY","E08","G61",1271.65900671557
"1229","GY","E08","G63",1178.52627664353
"1230","GY","E08","G65",1635.06672079256
"1231","GY","E09","G02",1989.92460693249
"1232","GY","E09","G03",1820.57978277311
"1233","GY","E09","G04",2314.33997888533
"1234","GY","E09","G06",3464.71688783011
"1235","GY","E09","G07",2908.66894030294
"1236","GY","E09","G11",3315.4858167318
"1237","GY","E09","G12",3730.73749283144
"1238","GY","E09","G14",740.925424914044
"1239","GY","E09","G16",2422.04588237368
"1240","GY","E09","G18",2605.66498289898
"1241","GY","E09","G19",3084.50207190138
"1242","GY","E09","G20",2898.93647914435
"1243","GY","E09","G26",3663.25909546525
"1244","GY","E09","G30",2630.3205511674
"1245","GY","E09","G31",2614.74861331366
"1246","GY","E09","G32",3068.28130330374
"1247","GY","E09","G33",3004.69589040098
"1248","GY","E09","G34",2754.24722325339
"1249","GY","E09","G38",3369.98759921988
"1250","GY","E09","G40",3326.5159393782
"1251","GY","E09","G41",3643.14534240418
"1252","GY","E09","G43",1675.24169613823
"1253","GY","E09","G44",2998.20758296192
"1254","GY","E09","G45",2294.22622582426
"1255","GY","E09","G47",2867.14377269298
"1256","GY","E09","G49",2810.04666722928
"1257","GY","E09","G50",2335.75139343422
"1258","GY","E09","G51",2614.74861331366
"1259","GY","E09","G52",2030.15211305464
"1260","GY","E09","G53",2883.36454129062
"1261","GY","E09","G54",2192.35979903106
"1262","GY","E09","G56",3120.8365935601
"1263","GY","E09","G58",430.784329327127
"1264","GY","E09","G61",3018.97016676691
"1265","GY","E09","G63",1770.61981549237
"1266","GY","E09","G65",2697.15011778969
"1267","GY","E10","G02",994.91524746794
"1268","GY","E10","G03",1213.98735718888
"1269","GY","E10","G04",857.995178892355
"1270","GY","E10","G06",999.479249753793
"1271","GY","E10","G07",828.329164034311
"1272","GY","E10","G11",1300.70340062008
"1273","GY","E10","G12",1355.47142805032
"1274","GY","E10","G14",1143.24532175816
"1275","GY","E10","G16",1035.99126804062
"1276","GY","E10","G18",1058.81127946988
"1277","GY","E10","G19",1204.85935261717
"1278","GY","E10","G20",764.433132032371
"1279","GY","E10","G26",1136.39931832938
"1280","GY","E10","G30",1243.65337204692
"1281","GY","E10","G31",1029.14526461184
"1282","GY","E10","G32",1156.93732861572
"1283","GY","E10","G33",1166.06533318742
"1284","GY","E10","G34",1291.57539604838
"1285","GY","E10","G38",803.22715146212
"1286","GY","E10","G40",821.483160605532
"1287","GY","E10","G41",1275.60138804789
"1288","GY","E10","G43",1277.88338919082
"1289","GY","E10","G44",1033.70926689769
"1290","GY","E10","G45",901.353200607957
"1291","GY","E10","G47",1102.16930118548
"1292","GY","E10","G49",992.633246325014
"1293","GY","E10","G50",1145.52732290108
"1294","GY","E10","G51",1202.57735147425
"1295","GY","E10","G52",1334.93341776398
"1296","GY","E10","G53",1275.60138804789
"1297","GY","E10","G54",1120.42531032889
"1298","GY","E10","G56",1097.60529889963
"1299","GY","E10","G58",1175.19333775913
"1300","GY","E10","G61",965.249232609897
"1301","GY","E10","G63",935.583217751853
"1302","GY","E10","G65",1083.91329204207
"1303","GY","E11","G02",1115.32902208041
"1304","GY","E11","G03",1068.9899369617
"1305","GY","E11","G04",817.759406857291
"1306","GY","E11","G06",1387.45757096384
"1307","GY","E11","G07",901.351481973404
"1308","GY","E11","G11",1419.25890388845
"1309","GY","E11","G12",1189.38069731914
"1310","GY","E11","G14",1199.82970670866
"1311","GY","E11","G16",959.048185993765
"1312","GY","E11","G18",1281.60456280051
"1313","GY","E11","G19",1486.04170303013
"1314","GY","E11","G20",1083.5276891558
"1315","GY","E11","G26",1269.79263914279
"1316","GY","E11","G30",1148.94757402928
"1317","GY","E11","G31",1204.37275426931
"1318","GY","E11","G32",738.25607454577
"1319","GY","E11","G33",847.743520757636
"1320","GY","E11","G34",994.4839569669
"1321","GY","E11","G38",1776.3424421562
"1322","GY","E11","G40",1007.65879489281
"1323","GY","E11","G41",829.117025758937
"1324","GY","E11","G43",1063.08397513284
"1325","GY","E11","G44",1394.27214230483
"1326","GY","E11","G45",1128.95816476239
"1327","GY","E11","G47",955.868052701304
"1328","GY","E11","G49",1257.98071548508
"1329","GY","E11","G50",949.962090872448
"1330","GY","E11","G51",958.139576481633
"1331","GY","E11","G52",1610.0669014361
"1332","GY","E11","G53",1656.86029131088
"1333","GY","E11","G54",1495.12779815145
"1334","GY","E11","G56",1531.47217863671
"1335","GY","E11","G58",1281.60456280051
"1336","GY","E11","G61",1359.29067608776
"1337","GY","E11","G63",1046.2746991584
"1338","GY","E11","G65",1303.41119109167
"1339","GY","E12","G02",602.250571501781
"1340","GY","E12","G03",730.930161933251
"1341","GY","E12","G04",579.970359730961
"1342","GY","E12","G06",598.158287707141
"1343","GY","E12","G07",547.232089373838
"1344","GY","E12","G11",637.717031055331
"1345","GY","E12","G12",722.290896144566
"1346","GY","E12","G14",749.11808990943
"1347","GY","E12","G16",487.666625251851
"1348","GY","E12","G18",646.810995043421
"1349","GY","E12","G19",599.977080504759
"1350","GY","E12","G20",1076.50079348066
"1351","GY","E12","G26",494.941796442322
"1352","GY","E12","G30",552.233769567288
"1353","GY","E12","G31",521.314292007783
"1354","GY","E12","G32",522.678386605996
"1355","GY","E12","G33",429.919953927481
"1356","GY","E12","G34",862.792639760552
"1357","GY","E12","G38",499.034080236963
"1358","GY","E12","G40",601.341175102972
"1359","GY","E12","G41",610.889837290467
"1360","GY","E12","G43",899.168495712911
"1361","GY","E12","G44",455.837751293536
"1362","GY","E12","G45",942.364824656337
"1363","GY","E12","G47",783.220454864767
"1364","GY","E12","G49",665.908319418409
"1365","GY","E12","G50",496.76058923994
"1366","GY","E12","G51",649.539184239848
"1367","GY","E12","G52",550.41497676967
"1368","GY","E12","G53",669.545905013645
"1369","GY","E12","G54",874.160094745664
"1370","GY","E12","G56",817.322819820104
"1371","GY","E12","G58",1442.53284400127
"1372","GY","E12","G62",837.784238793305
"1373","GY","E12","G63",486.757228853042
"1374","GY","E12","G65",680.913359998758
"1375","GY","E13","G02",2140.74848321901
"1376","GY","E13","G03",2098.57067161895
"1377","GY","E13","G04",1452.23206903049
"1378","GY","E13","G06",1711.40744927636
"1379","GY","E13","G07",1443.79650671048
"1380","GY","E13","G11",2684.9876935894
"1381","GY","E13","G12",2269.89985115298
"1382","GY","E13","G14",1944.69437964357
"1383","GY","E13","G16",2012.46975966297
"1384","GY","E13","G18",2578.52507948167
