"","trait","env","gen","predicted.value"
"1384","NDM","E13","G18",173.349841345596
"1385","NDM","E13","G19",175.032341608904
"1386","NDM","E13","G20",168.783054916618
"1387","NDM","E13","G26",180.079842398827
"1388","NDM","E13","G30",185.684526563795
"1389","NDM","E13","G31",171.186626721344
"1390","NDM","E13","G32",169.023412097091
"1391","NDM","E13","G33",175.993770330794
"1392","NDM","E13","G34",171.907698262761
"1393","NDM","E13","G38",183.444842925442
"1394","NDM","E13","G40",175.993770330794
"1395","NDM","E13","G41",185.367700369222
"1396","NDM","E13","G43",176.955199052684
"1397","NDM","E13","G44",186.08877191064
"1398","NDM","E13","G45",189.213415256782
"1399","NDM","E13","G47",187.290557813002
"1400","NDM","E13","G49",171.426983901816
"1401","NDM","E13","G50",163.25483976575
"1402","NDM","E13","G51",175.032341608904
"1403","NDM","E13","G52",173.590198526069
"1404","NDM","E13","G53",170.465555179926
"1405","NDM","E13","G54",173.109484165124
"1406","NDM","E13","G56",170.946269540871
"1407","NDM","E13","G58",174.311270067486
"1408","NDM","E13","G62",176.234127511266
"1409","NDM","E13","G63",177.435913413629
"1410","NDM","E13","G65",175.97766570956
"1411","NDM","E14","G01",100.736375344267
"1412","NDM","E14","G02",111.798840673211
"1413","NDM","E14","G03",96.8319758164039
"1414","NDM","E14","G04",95.2051426797944
"1415","NDM","E14","G06",111.47347404589
"1416","NDM","E14","G07",97.1573424437258
"1417","NDM","E14","G08",99.760275462301
"1418","NDM","E14","G11",93.5783095431849
"1419","NDM","E14","G14",104.315408244808
"1420","NDM","E14","G18",112.774940555177
"1421","NDM","E14","G19",111.148107418568
"1422","NDM","E14","G20",104.315408244808
"1423","NDM","E14","G25",97.4827090710477
"1424","NDM","E14","G26",106.918341263383
"1425","NDM","E14","G27",95.5305093071163
"1426","NDM","E14","G30",104.315408244808
"1427","NDM","E14","G31",97.1573424437258
"1428","NDM","E14","G34",94.5544094251506
"1429","NDM","E14","G35",108.545174399992
"1430","NDM","E14","G38",112.449573927855
"1431","NDM","E14","G40",103.339308362842
"1432","NDM","E14","G41",111.798840673211
"1433","NDM","E14","G43",105.616874754095
"1434","NDM","E14","G44",108.21980777267
"1435","NDM","E14","G45",105.291508126773
"1436","NDM","E14","G47",94.5544094251506
"1437","NDM","E14","G49",112.774940555177
"1438","NDM","E14","G51",103.339308362842
"1439","NDM","E14","G52",106.918341263383
"1440","NDM","E14","G53",104.315408244808
"1441","NDM","E14","G54",104.64077487213
"1442","NDM","E14","G56",101.712475226232
"1443","NDM","E14","G58",100.085642089623
"1444","NDM","E14","G62",99.760275462301
"1445","NDM","E14","G63",105.291508126773
"1446","NDM","E14","G65",105.291508126773
"1447","NDM","E15","G03",86.0693966248071
"1448","NDM","E15","G04",95.737498820268
"1449","NDM","E15","G06",101.972294330675
"1450","NDM","E15","G07",86.4745822251478
"1451","NDM","E15","G12",86.0693966248071
"1452","NDM","E15","G13",103.588722796337
"1453","NDM","E15","G16",95.5105515436551
"1454","NDM","E15","G17",86.7316830830128
"1455","NDM","E15","G18",89.8845872440233
"1456","NDM","E15","G19",88.1535535418179
"1457","NDM","E15","G20",92.042805184471
"1458","NDM","E15","G31",89.8845872440233
"1459","NDM","E15","G32",86.4745822251478
"1460","NDM","E15","G33",83.9500246437783
"1461","NDM","E15","G34",89.8845872440233
"1462","NDM","E15","G49",86.4745822251478
"1463","NDM","E15","G50",90.8882134232845
"1464","NDM","E15","G51",86.9626014352501
"1465","NDM","E15","G52",90.4263767188098
"1466","NDM","E15","G53",85.1299068296104
"1467","NDM","E15","G56",89.33343572765
"1468","NDM","E15","G58",97.1230089336919
"1469","NDM","E15","G62",85.346172969589
"1470","NDM","E15","G63",86.5007647307755
"1471","NDM","E15","G65",86.5007647307755
"1472","NDM","E16","G04",104.844717897203
"1473","NDM","E16","G07",98.0425246944589
"1474","NDM","E16","G12",94.7893018583637
"1475","NDM","E16","G13",96.8595345722425
"1476","NDM","E16","G15",98.6340197555671
"1477","NDM","E16","G19",104.548970366649
"1478","NDM","E16","G31",106.914950611082
"1479","NDM","E16","G32",95.676544450026
"1480","NDM","E16","G52",106.02770801942
"1481","NDM","E16","G56",102.774485183325
"1482","NDM","E16","G63",101.887242591662
"1483","NDM","E17","G04",120.604087588338
"1484","NDM","E17","G07",108.706103293387
"1485","NDM","E17","G12",107.714604602141
"1486","NDM","E17","G13",114.655095440863
"1487","NDM","E17","G14",104.079109400906
"1488","NDM","E17","G15",110.689100675879
"1489","NDM","E17","G19",119.943088460841
"1490","NDM","E17","G31",120.273588024589
"1491","NDM","E17","G32",104.079109400906
"1492","NDM","E17","G52",115.646594132108
"1493","NDM","E17","G56",115.646594132108
"1494","NDM","E17","G63",117.6295915146
"1495","NDM","E18","G04",110.864285128002
"1496","NDM","E18","G07",99.1646491608759
"1497","NDM","E18","G10",93.6398210652885
"1498","NDM","E18","G11",96.2397401690944
"1499","NDM","E18","G12",110.864285128002
"1500","NDM","E18","G13",106.964406472293
"1501","NDM","E18","G15",110.864285128002
"1502","NDM","E18","G19",124.838850310958
"1503","NDM","E18","G31",120.288991879298
"1504","NDM","E18","G32",85.5150738658954
"1505","NDM","E18","G36",94.9397806171914
"1506","NDM","E18","G37",115.802939368142
"1507","NDM","E18","G52",106.964406472293
"1508","NDM","E18","G56",93.3148311773128
"1509","NDM","E18","G63",113.403420454167
"1510","NDM","E19","G04",104.382567345674
"1511","NDM","E19","G07",93.8511449815572
"1512","NDM","E19","G10",90.595448532366
"1513","NDM","E19","G11",91.9358628614376
"1514","NDM","E19","G12",95.5741303260605
"1515","NDM","E19","G13",100.169836597163
"1516","NDM","E19","G15",99.6847356484166
"1517","NDM","E19","G19",109.935712423256
"1518","NDM","E19","G31",100.225951232736
"1519","NDM","E19","G32",97.3838753487213
"1520","NDM","E19","G36",93.0847894292133
"1521","NDM","E19","G37",98.8294222680915
"1522","NDM","E19","G52",93.2762771905092
"1523","NDM","E19","G56",91.7443751001417
"1524","NDM","E19","G63",98.0634712229077
