"","trait","env","gen","predicted.value"
"703","GY","E06","G29",1161.03622598062
"704","GY","E06","G30",1004.08081188328
"705","GY","E06","G39",1060.24880288133
"706","GY","E06","G40",1404.0808973086
"707","GY","E06","G41",1598.83159506816
"708","GY","E06","G42",1752.63740219364
"709","GY","E06","G43",748.437712667895
"710","GY","E06","G44",997.781597939579
"711","GY","E06","G45",1022.45351921909
"712","GY","E06","G46",1411.42998024292
"713","GY","E06","G47",1058.14906490009
"714","GY","E06","G48",1719.04159449388
"715","GY","E06","G54",1063.39840985318
"716","GY","E06","G55",1188.85775423198
"717","GY","E06","G57",1125.34068029962
"718","GY","E06","G59",1489.64522004393
"719","GY","E06","G60",719.566315425911
"720","GY","E06","G64",1060.77373737664
"721","GY","E07","G02",3107.19025478068
"722","GY","E07","G05",1471.71195132551
"723","GY","E07","G09",2245.75942138547
"724","GY","E07","G11",2554.70189304815
"725","GY","E07","G14",1707.36515051347
"726","GY","E07","G17",1848.86982275313
"727","GY","E07","G21",1992.62954953047
"728","GY","E07","G22",1977.4079314011
"729","GY","E07","G23",2991.05494608996
"730","GY","E07","G24",2056.33484022003
"731","GY","E07","G26",2698.52890275621
"732","GY","E07","G28",3147.78123645898
"733","GY","E07","G29",2299.31696665546
"734","GY","E07","G30",2786.40874679516
"735","GY","E07","G39",2885.63114645324
"736","GY","E07","G40",3131.9958546952
"737","GY","E07","G41",3359.75636300126
"738","GY","E07","G42",3506.34649064969
"739","GY","E07","G43",3568.34890773701
"740","GY","E07","G44",3347.353563044
"741","GY","E07","G45",2543.99038399415
"742","GY","E07","G46",3103.80767297415
"743","GY","E07","G47",2549.06425670394
"744","GY","E07","G48",2335.3978392584
"745","GY","E07","G54",2618.97094737214
"746","GY","E07","G55",2709.17312887949
"747","GY","E07","G57",2493.25165689627
"748","GY","E07","G59",2949.33643714281
"749","GY","E07","G60",2611.07825649024
"750","GY","E07","G64",2458.86207519659
"751","GY","E08","G02",1181.94747897271
"752","GY","E08","G03",1069.04780210988
"753","GY","E08","G04",1513.80410490285
"754","GY","E08","G06",1439.67805443736
"755","GY","E08","G07",1276.60074341326
"756","GY","E08","G11",1227.18337643627
"757","GY","E08","G12",1278.12127778179
"758","GY","E08","G14",1461.72580278094
"759","GY","E08","G16",1170.16333761665
"760","GY","E08","G18",1450.32179501702
"761","GY","E08","G19",1313.85383544208
"762","GY","E08","G20",1111.62276442852
"763","GY","E08","G26",1022.29137027779
"764","GY","E08","G30",1113.9035659813
"765","GY","E08","G31",1385.31895076266
"766","GY","E08","G32",698.037416190263
"767","GY","E08","G33",976.295205629972
"768","GY","E08","G34",1032.55497726532
"769","GY","E08","G38",1278.12127778179
"770","GY","E08","G40",1048.90072172695
"771","GY","E08","G41",980.856808735541
"772","GY","E08","G43",1203.23496013203
"773","GY","E08","G44",1013.54829765879
"774","GY","E08","G45",1140.13278383833
"775","GY","E08","G47",1087.29421453215
"776","GY","E08","G49",1150.77652441799
"777","GY","E08","G50",1149.25599004946
"778","GY","E08","G51",1379.23681328857
"779","GY","E08","G52",1595.53282721096
"780","GY","E08","G53",1244.28938808215
"781","GY","E08","G54",1258.35433099099
"782","GY","E08","G56",1230.22444517331
"783","GY","E08","G58",1094.51675278264
"784","GY","E08","G61",1271.65900671557
"785","GY","E08","G63",1178.52627664353
"786","GY","E08","G65",1635.06672079256
"787","GY","E09","G02",1989.92460693249
"788","GY","E09","G03",1820.57978277311
"789","GY","E09","G04",2314.33997888533
"790","GY","E09","G06",3464.71688783011
"791","GY","E09","G07",2908.66894030294
"792","GY","E09","G11",3315.4858167318
"793","GY","E09","G12",3730.73749283144
"794","GY","E09","G14",740.925424914044
"795","GY","E09","G16",2422.04588237368
"796","GY","E09","G18",2605.66498289898
"797","GY","E09","G19",3084.50207190138
"798","GY","E09","G20",2898.93647914435
"799","GY","E09","G26",3663.25909546525
"800","GY","E09","G30",2630.3205511674
"801","GY","E09","G31",2614.74861331366
"802","GY","E09","G32",3068.28130330374
"803","GY","E09","G33",3004.69589040098
"804","GY","E09","G34",2754.24722325339
"805","GY","E09","G38",3369.98759921988
"806","GY","E09","G40",3326.5159393782
"807","GY","E09","G41",3643.14534240418
"808","GY","E09","G43",1675.24169613823
"809","GY","E09","G44",2998.20758296192
"810","GY","E09","G45",2294.22622582426
"811","GY","E09","G47",2867.14377269298
"812","GY","E09","G49",2810.04666722928
"813","GY","E09","G50",2335.75139343422
"814","GY","E09","G51",2614.74861331366
"815","GY","E09","G52",2030.15211305464
"816","GY","E09","G53",2883.36454129062
"817","GY","E09","G54",2192.35979903106
"818","GY","E09","G56",3120.8365935601
"819","GY","E09","G58",430.784329327127
"820","GY","E09","G61",3018.97016676691
"821","GY","E09","G63",1770.61981549237
"822","GY","E09","G65",2697.15011778969
"823","GY","E10","G02",994.91524746794
"824","GY","E10","G03",1213.98735718888
"825","GY","E10","G04",857.995178892355
"826","GY","E10","G06",999.479249753793
"827","GY","E10","G07",828.329164034311
"828","GY","E10","G11",1300.70340062008
"829","GY","E10","G12",1355.47142805032
"830","GY","E10","G14",1143.24532175816
"831","GY","E10","G16",1035.99126804062
"832","GY","E10","G18",1058.81127946988
"833","GY","E10","G19",1204.85935261717
"834","GY","E10","G20",764.433132032371
"835","GY","E10","G26",1136.39931832938
"836","GY","E10","G30",1243.65337204692
"837","GY","E10","G31",1029.14526461184
"838","GY","E10","G32",1156.93732861572
"839","GY","E10","G33",1166.06533318742
"840","GY","E10","G34",1291.57539604838
"841","GY","E10","G38",803.22715146212
"842","GY","E10","G40",821.483160605532
"843","GY","E10","G41",1275.60138804789
"844","GY","E10","G43",1277.88338919082
"845","GY","E10","G44",1033.70926689769
"846","GY","E10","G45",901.353200607957
"847","GY","E10","G47",1102.16930118548
"848","GY","E10","G49",992.633246325014
"849","GY","E10","G50",1145.52732290108
"850","GY","E10","G51",1202.57735147425
"851","GY","E10","G52",1334.93341776398
"852","GY","E10","G53",1275.60138804789
"853","GY","E10","G54",1120.42531032889
"854","GY","E10","G56",1097.60529889963
"855","GY","E10","G58",1175.19333775913
"856","GY","E10","G61",965.249232609897
"857","GY","E10","G63",935.583217751853
"858","GY","E10","G65",1083.91329204207
"859","GY","E11","G02",1115.32902208041
"860","GY","E11","G03",1068.9899369617
"861","GY","E11","G04",817.759406857291
"862","GY","E11","G06",1387.45757096384
"863","GY","E11","G07",901.351481973404
"864","GY","E11","G11",1419.25890388845
"865","GY","E11","G12",1189.38069731914
"866","GY","E11","G14",1199.82970670866
"867","GY","E11","G16",959.048185993765
"868","GY","E11","G18",1281.60456280051
"869","GY","E11","G19",1486.04170303013
"870","GY","E11","G20",1083.5276891558
"871","GY","E11","G26",1269.79263914279
"872","GY","E11","G30",1148.94757402928
"873","GY","E11","G31",1204.37275426931
"874","GY","E11","G32",738.25607454577
"875","GY","E11","G33",847.743520757636
"876","GY","E11","G34",994.4839569669
"877","GY","E11","G38",1776.3424421562
"878","GY","E11","G40",1007.65879489281
"879","GY","E11","G41",829.117025758937
"880","GY","E11","G43",1063.08397513284
"881","GY","E11","G44",1394.27214230483
"882","GY","E11","G45",1128.95816476239
"883","GY","E11","G47",955.868052701304
"884","GY","E11","G49",1257.98071548508
"885","GY","E11","G50",949.962090872448
"886","GY","E11","G51",958.139576481633
"887","GY","E11","G52",1610.0669014361
"888","GY","E11","G53",1656.86029131088
"889","GY","E11","G54",1495.12779815145
"890","GY","E11","G56",1531.47217863671
"891","GY","E11","G58",1281.60456280051
"892","GY","E11","G61",1359.29067608776
"893","GY","E11","G63",1046.2746991584
"894","GY","E11","G65",1303.41119109167
"895","GY","E12","G02",602.250571501781
"896","GY","E12","G03",730.930161933251
"897","GY","E12","G04",579.970359730961
"898","GY","E12","G06",598.158287707141
"899","GY","E12","G07",547.232089373838
"900","GY","E12","G11",637.717031055331
"901","GY","E12","G12",722.290896144566
"902","GY","E12","G14",749.11808990943
"903","GY","E12","G16",487.666625251851
"904","GY","E12","G18",646.810995043421
"905","GY","E12","G19",599.977080504759
"906","GY","E12","G20",1076.50079348066
"907","GY","E12","G26",494.941796442322
"908","GY","E12","G30",552.233769567288
"909","GY","E12","G31",521.314292007783
"910","GY","E12","G32",522.678386605996
"911","GY","E12","G33",429.919953927481
"912","GY","E12","G34",862.792639760552
"913","GY","E12","G38",499.034080236963
"914","GY","E12","G40",601.341175102972
"915","GY","E12","G41",610.889837290467
"916","GY","E12","G43",899.168495712911
"917","GY","E12","G44",455.837751293536
"918","GY","E12","G45",942.364824656337
"919","GY","E12","G47",783.220454864767
"920","GY","E12","G49",665.908319418409
"921","GY","E12","G50",496.76058923994
"922","GY","E12","G51",649.539184239848
"923","GY","E12","G52",550.41497676967
"924","GY","E12","G53",669.545905013645
"925","GY","E12","G54",874.160094745664
"926","GY","E12","G56",817.322819820104
"927","GY","E12","G58",1442.53284400127
"928","GY","E12","G62",837.784238793305
"929","GY","E12","G63",486.757228853042
"930","GY","E12","G65",680.913359998758
"931","GY","E13","G02",2140.74848321901
"932","GY","E13","G03",2098.57067161895
"933","GY","E13","G04",1452.23206903049
"934","GY","E13","G06",1711.40744927636
"935","GY","E13","G07",1443.79650671048
"936","GY","E13","G11",2684.9876935894
"937","GY","E13","G12",2269.89985115298
"938","GY","E13","G14",1944.69437964357
"939","GY","E13","G16",2012.46975966297
"940","GY","E13","G18",2578.52507948167
"941","GY","E13","G19",1793.14513934268
"942","GY","E13","G20",2267.57279947849
"943","GY","E13","G26",2275.13571742057
"944","GY","E13","G30",2678.29742002525
"945","GY","E13","G31",1863.24757103656
"946","GY","E13","G32",2616.92143211069
"947","GY","E13","G33",1714.60714532878
"948","GY","E13","G34",2200.96094529633
"949","GY","E13","G38",1542.11443995751
"950","GY","E13","G40",2320.22234361373
"951","GY","E13","G41",2070.64605152512
"952","GY","E13","G43",2485.15213104292
"953","GY","E13","G44",1919.09681122423
"954","GY","E13","G45",2745.49103712603
"955","GY","E13","G47",1598.8363245231
"956","GY","E13","G49",2472.06246537394
"957","GY","E13","G50",1101.13814764243
"958","GY","E13","G51",2037.77644662301
"959","GY","E13","G52",2260.30076299572
"960","GY","E13","G53",1963.89255595808
"961","GY","E13","G54",2049.12082353613
"962","GY","E13","G56",1960.11109698704
"963","GY","E13","G58",1185.49377084254
"964","GY","E13","G62",1923.7509145732
"965","GY","E13","G63",1447.86884714083
"966","GY","E13","G65",1323.37158255583
"967","GY","E14","G01",1847.64911204262
"968","GY","E14","G02",1689.89804472217
"969","GY","E14","G03",1777.53752656686
"970","GY","E14","G04",2026.35744676072
"971","GY","E14","G06",2109.23391328777
"972","GY","E14","G07",1741.71965137816
"973","GY","E14","G08",1502.6162824323
"974","GY","E14","G11",1821.16674687651
"975","GY","E14","G14",1589.11264060076
"976","GY","E14","G18",1703.23448761158
"977","GY","E14","G19",1755.43713549298
"978","GY","E14","G20",1637.31435561535
"979","GY","E14","G25",1988.63436544496
"980","GY","E14","G26",2284.51287697717
"981","GY","E14","G27",2101.04152694142
"982","GY","E14","G30",1978.43857618096
"983","GY","E14","G31",1546.43602335465
"984","GY","E14","G34",1687.99283859511
"985","GY","E14","G35",2397.11055908633
"986","GY","E14","G38",1647.22142747605
"987","GY","E14","G40",1771.25034634757
"988","GY","E14","G41",2014.54516877296
"989","GY","E14","G43",2057.03126540637
"990","GY","E14","G44",1683.99190572828
"991","GY","E14","G45",1751.05516140075
"992","GY","E14","G47",1777.72804717957
"993","GY","E14","G49",1626.45468069111
"994","GY","E14","G51",1909.37779055932
"995","GY","E14","G52",2009.21059161719
"996","GY","E14","G53",2030.35837962755
"997","GY","E14","G54",1731.81257951746
"998","GY","E14","G56",1833.16954547698
"999","GY","E14","G58",1559.96298685677
"1000","GY","E14","G62",1542.24456987512
"1001","GY","E14","G63",1461.27330947513
"1002","GY","E14","G65",1641.69632970758
"1003","GY","E15","G03",1954.90544053579
"1004","GY","E15","G04",2181.64656101807
"1005","GY","E15","G06",1569.44553571591
"1006","GY","E15","G07",2113.62422487339
"1007","GY","E15","G12",2618.32873296087
"1008","GY","E15","G13",2113.62422487339
"1009","GY","E15","G16",1827.93041306571
"1010","GY","E15","G17",2158.97244896984
"1011","GY","E15","G18",2071.69934859598
"1012","GY","E15","G19",1637.4678718606
"1013","GY","E15","G20",2090.95011282516
"1014","GY","E15","G31",1796.18665619819
"1015","GY","E15","G32",2000.25366463224
"1016","GY","E15","G33",1728.16432005351
"1017","GY","E15","G34",1886.8831043911
"1018","GY","E15","G49",1388.05263933009
"1019","GY","E15","G50",2249.66889716275
"1020","GY","E15","G51",1682.81609595705
"1021","GY","E15","G52",2113.62422487339
"1022","GY","E15","G53",2523.0678622509
"1023","GY","E15","G56",2476.41001764503
"1024","GY","E15","G58",2824.21484668462
"1025","GY","E15","G62",2476.41001764503
"1026","GY","E15","G63",2149.16400381102
"1027","GY","E15","G65",2158.97244896984
"1028","GY","E16","G04",1840.03256284261
"1029","GY","E16","G07",1539.97394972591
"1030","GY","E16","G12",1652.49592964467
"1031","GY","E16","G13",1690.00325628426
"1032","GY","E16","G15",1644.16096816921
"1033","GY","E16","G19",1244.08281734694
"1034","GY","E16","G31",2069.24400341787
"1035","GY","E16","G32",1631.65852595601
"1036","GY","E16","G52",1656.6634103824
"1037","GY","E16","G56",1585.81623784096
"1038","GY","E16","G63",1852.53500505581
"1039","GY","E17","G04",3003.68693857644
"1040","GY","E17","G07",3388.88525392912
"1041","GY","E17","G12",3071.06348561457
"1042","GY","E17","G13",2823.04346259701
"1043","GY","E17","G14",2474.13168795881
"1044","GY","E17","G15",2752.97314747022
"1045","GY","E17","G19",2730.41626520338
"1046","GY","E17","G31",3182.17260456574
"1047","GY","E17","G32",2820.1638606055
"1048","GY","E17","G52",3392.24478958588
"1049","GY","E17","G56",3031.33467331638
"1050","GY","E17","G63",2883.49008200092
"1051","GY","E18","G04",3201.74673772338
"1052","GY","E18","G07",2514.56419237201
"1053","GY","E18","G10",2069.0803353856
"1054","GY","E18","G11",2102.25466516119
"1055","GY","E18","G12",2633.04394157052
"1056","GY","E18","G13",2656.73989141023
"1057","GY","E18","G15",2784.69802054462
"1058","GY","E18","G19",3154.35483804398
"1059","GY","E18","G31",3117.17307279362
"1060","GY","E18","G32",2448.21553282084
"1061","GY","E18","G36",2301.30064381469
"1062","GY","E18","G37",3211.22511765927
"1063","GY","E18","G52",2827.35073025608
"1064","GY","E18","G56",2822.61154028814
"1065","GY","E18","G63",2870.00343996755
"1066","GY","E19","G04",1511.95073947804
"1067","GY","E19","G07",1065.22755394704
"1068","GY","E19","G10",1926.76512604254
"1069","GY","E19","G11",1709.78529307034
"1070","GY","E19","G12",1449.4094935037
"1071","GY","E19","G13",1397.07906319864
"1072","GY","E19","G15",1243.91682815944
"1073","GY","E19","G19",3452.00571664123
"1074","GY","E19","G31",1645.96769513734
"1075","GY","E19","G32",1237.53506836614
"1076","GY","E19","G36",1684.25825389714
"1077","GY","E19","G37",1850.18400852294
"1078","GY","E19","G52",1760.83937141674
"1079","GY","E19","G56",1014.17347560064
"1080","GY","E19","G63",1505.56897968474
"1081","NDM","E02","G02",179.481622169893
"1082","NDM","E02","G05",182.966089447154
"1083","NDM","E02","G09",167.767422498943
"1084","NDM","E02","G11",179.188767178119
"1085","NDM","E02","G14",180.720274804795
"1086","NDM","E02","G21",182.966089447154
"1087","NDM","E02","G22",182.966089447154
"1088","NDM","E02","G23",176.270485684915
"1089","NDM","E02","G24",182.966089447154
"1090","NDM","E02","G26",193.831516766808
"1091","NDM","E02","G28",182.966089447154
"1092","NDM","E02","G29",181.238752120536
"1093","NDM","E02","G30",182.966089447154
"1094","NDM","E02","G38",177.138782235703
"1095","NDM","E02","G39",179.481622169893
"1096","NDM","E02","G40",182.995882071178
"1097","NDM","E02","G41",180.067332153441
"1098","NDM","E02","G42",184.753012021821
"1099","NDM","E02","G43",181.824462104083
"1100","NDM","E02","G44",194.476592236932
"1101","NDM","E02","G45",188.991999109348
"1102","NDM","E02","G46",188.267271923106
"1103","NDM","E02","G47",192.421833069556
"1104","NDM","E02","G48",176.553072252155
"1105","NDM","E02","G54",171.195121218981
"1106","NDM","E02","G55",182.966089447154
"1107","NDM","E02","G57",196.149067081396
"1108","NDM","E02","G59",168.35313248249
"1109","NDM","E02","G60",196.149067081396
"1110","NDM","E02","G64",190.90296684907
"1111","NDM","E03","G02",130.368819220712
"1112","NDM","E03","G05",169.744314983881
"1113","NDM","E03","G09",119.118677574093
"1114","NDM","E03","G11",128.052613587585
"1115","NDM","E03","G14",130.037932701694
"1116","NDM","E03","G21",172.722293655045
"1117","NDM","E03","G22",170.736974540936
"1118","NDM","E03","G23",166.766336312717
"1119","NDM","E03","G24",168.751655426827
"1120","NDM","E03","G26",135.001230486968
"1121","NDM","E03","G28",136.32477656304
"1122","NDM","E03","G29",116.837952594732
"1123","NDM","E03","G30",138.034049453034
"1124","NDM","E03","G38",124.682149861378
"1125","NDM","E03","G39",128.052613587585
"1126","NDM","E03","G40",130.037932701694
"1127","NDM","E03","G41",130.368819220712
"1128","NDM","E03","G42",132.023251815804
"1129","NDM","E03","G43",130.037932701694
"1130","NDM","E03","G44",130.037932701694
"1131","NDM","E03","G45",132.354138334822
"1132","NDM","E03","G46",122.427542764275
"1133","NDM","E03","G47",126.398180992494
"1134","NDM","E03","G48",130.368819220712
"1135","NDM","E03","G54",126.067294473475
"1136","NDM","E03","G55",126.067294473475
"1137","NDM","E03","G57",126.067294473475
"1138","NDM","E03","G59",120.442223650166
"1139","NDM","E03","G60",131.030592258749
"1140","NDM","E03","G64",126.067294473475
"1141","NDM","E05","G02",189.932030983091
"1142","NDM","E05","G05",197.687299441844
"1143","NDM","E05","G09",174.770931730268
"1144","NDM","E05","G11",185.024135318991
"1145","NDM","E05","G14",184.055447945482
"1146","NDM","E05","G17",195.652540656983
"1147","NDM","E05","G21",189.932030983091
"1148","NDM","E05","G22",189.932030983091
"1149","NDM","E05","G23",189.932030983091
"1150","NDM","E05","G24",189.932030983091
"1151","NDM","E05","G26",196.097711620524
"1152","NDM","E05","G28",189.932030983091
"1153","NDM","E05","G29",184.713432179939
"1154","NDM","E05","G30",189.932030983091
"1155","NDM","E05","G39",188.562985360131
"1156","NDM","E05","G40",194.345229490558
"1157","NDM","E05","G41",189.932030983091
"1158","NDM","E05","G42",189.932030983091
"1159","NDM","E05","G43",193.972030257709
"1160","NDM","E05","G44",189.932030983091
"1161","NDM","E05","G45",189.932030983091
"1162","NDM","E05","G46",190.301206937538
"1163","NDM","E05","G47",189.932030983091
"1164","NDM","E05","G48",187.509760431409
"1165","NDM","E05","G54",196.918388565446
"1166","NDM","E05","G55",189.932030983091
"1167","NDM","E05","G57",189.932030983091
"1168","NDM","E05","G59",183.159916484678
"1169","NDM","E05","G60",189.932030983091
"1170","NDM","E05","G64",196.209448324871
"1171","NDM","E06","G02",104.738354986239
"1172","NDM","E06","G05",142.759409654768
"1173","NDM","E06","G09",102.093412052776
"1174","NDM","E06","G11",101.101558452728
"1175","NDM","E06","G14",102.093412052776
"1176","NDM","E06","G17",110.028240853165
"1177","NDM","E06","G21",130.857166454185
"1178","NDM","E06","G22",128.873459254088
"1179","NDM","E06","G23",126.889752053991
"1180","NDM","E06","G24",128.542841387405
"1181","NDM","E06","G26",113.334419519994
"1182","NDM","E06","G28",119.946776853651
"1183","NDM","E06","G29",102.093412052776
"1184","NDM","E06","G30",114.656890986725
"1185","NDM","E06","G39",104.077119252874
"1186","NDM","E06","G40",112.011948053262
"1187","NDM","E06","G41",113.995655253359
"1188","NDM","E06","G42",111.681330186579
"1189","NDM","E06","G43",116.309980320139
"1190","NDM","E06","G44",117.963069653554
"1191","NDM","E06","G45",113.334419519994
"1192","NDM","E06","G46",111.020094453214
"1193","NDM","E06","G47",105.730208586288
"1194","NDM","E06","G48",113.003801653311
"1195","NDM","E06","G54",109.697622986482
"1196","NDM","E06","G55",104.077119252874
"1197","NDM","E06","G57",110.689476586531
"1198","NDM","E06","G59",104.077119252874
"1199","NDM","E06","G60",116.971216053505
"1200","NDM","E06","G64",111.350712319896
"1201","NDM","E07","G02",104.266608578861
"1202","NDM","E07","G05",151.61254828661
"1203","NDM","E07","G09",105.246179745228
"1204","NDM","E07","G11",110.144035577064
"1205","NDM","E07","G14",97.4096104142905
"1206","NDM","E07","G17",112.103177909799
"1207","NDM","E07","G21",137.752983734602
"1208","NDM","E07","G22",141.163789178693
"1209","NDM","E07","G23",135.612885902612
"1210","NDM","E07","G24",137.245504513224
"1211","NDM","E07","G26",117.327557463757
"1212","NDM","E07","G28",118.960176074369
"1213","NDM","E07","G29",109.817511854942
"1214","NDM","E07","G30",117.65408118588
"1215","NDM","E07","G39",113.735796520411
"1216","NDM","E07","G40",114.388843964656
"1217","NDM","E07","G41",118.307128630125
"1218","NDM","E07","G42",116.021462575268
"1219","NDM","E07","G43",117.980604908002
"1220","NDM","E07","G44",119.939747240737
"1221","NDM","E07","G45",113.082749076166
"1222","NDM","E07","G46",112.756225354044
"1223","NDM","E07","G47",106.552274633718
"1224","NDM","E07","G48",112.103177909799
"1225","NDM","E07","G54",109.164464410697
"1226","NDM","E07","G55",111.123606743432
"1227","NDM","E07","G57",108.18489324433
"1228","NDM","E07","G59",112.103177909799
"1229","NDM","E07","G60",118.633652352247
"1230","NDM","E07","G64",111.123606743432
"1231","NDM","E08","G02",118.702224943964
"1232","NDM","E08","G03",115.775581235835
"1233","NDM","E08","G04",115.592666004077
"1234","NDM","E08","G06",121.628868652093
"1235","NDM","E08","G07",114.129344150013
"1236","NDM","E08","G11",114.312259381771
"1237","NDM","E08","G12",117.421818321658
"1238","NDM","E08","G14",114.129344150013
"1239","NDM","E08","G16",117.2389030899
"1240","NDM","E08","G18",121.811783883851
"1241","NDM","E08","G19",120.165546798029
"1242","NDM","E08","G20",120.165546798029
"1243","NDM","E08","G26",123.275105737916
"1244","NDM","E08","G30",120.714292493303
"1245","NDM","E08","G31",119.982631566271
"1246","NDM","E08","G32",118.702224943964
"1247","NDM","E08","G33",114.495174613529
"1248","NDM","E08","G34",115.592666004077
"1249","NDM","E08","G38",117.604733553416
"1250","NDM","E08","G40",119.06805540748
"1251","NDM","E08","G41",124.73842759198
"1252","NDM","E08","G43",119.982631566271
"1253","NDM","E08","G44",127.665071300109
"1254","NDM","E08","G45",124.921342823738
"1255","NDM","E08","G47",115.958496467593
"1256","NDM","E08","G49",126.018834214287
"1257","NDM","E08","G50",117.787648785174
"1258","NDM","E08","G51",118.15347924869
"1259","NDM","E08","G52",119.799716334512
"1260","NDM","E08","G53",115.592666004077
"1261","NDM","E08","G54",117.787648785174
"1262","NDM","E08","G56",115.043920308803
"1263","NDM","E08","G58",118.702224943964
"1264","NDM","E08","G61",115.686001339061
"1265","NDM","E08","G63",115.958496467593
"1266","NDM","E08","G65",120.531377261545
"1267","NDM","E09","G02",101.383025397102
"1268","NDM","E09","G03",96.0954151128601
"1269","NDM","E09","G04",101.713501039867
"1270","NDM","E09","G06",113.941099822178
"1271","NDM","E09","G07",101.383025397102
"1272","NDM","E09","G11",101.383025397102
"1273","NDM","E09","G12",101.713501039867
"1274","NDM","E09","G14",97.0868420411555
"1275","NDM","E09","G16",114.271575464943
"1276","NDM","E09","G18",114.932526750473
"1277","NDM","E09","G19",117.906807535359
"1278","NDM","E09","G20",108.983965180701
"1279","NDM","E09","G26",114.932526750473
"1280","NDM","E09","G30",117.245856249829
"1281","NDM","E09","G31",95.1039881845646
"1282","NDM","E09","G32",102.043976682633
"1283","NDM","E09","G33",101.383025397102
"1284","NDM","E09","G34",94.7735125417995
"1285","NDM","E09","G38",113.941099822178
"1286","NDM","E09","G40",103.035403610928
"1287","NDM","E09","G41",111.958245965587
"1288","NDM","E09","G43",110.305867751761
"1289","NDM","E09","G44",116.584904964299
"1290","NDM","E09","G45",113.941099822178
"1291","NDM","E09","G47",101.713501039867
"1292","NDM","E09","G49",117.576331892594
"1293","NDM","E09","G50",100.391598468807
"1294","NDM","E09","G51",107.331586966875
"1295","NDM","E09","G52",108.32301389517
"1296","NDM","E09","G53",114.271575464943
"1297","NDM","E09","G54",112.619197251117
"1298","NDM","E09","G56",107.00111132411
"1299","NDM","E09","G58",107.992538252405
"1300","NDM","E09","G61",101.052549754337
"1301","NDM","E09","G63",101.383025397102
"1302","NDM","E09","G65",110.966819037291
"1303","NDM","E10","G02",112.357929903494
"1304","NDM","E10","G03",112.357929903494
"1305","NDM","E10","G04",124.893481119293
"1306","NDM","E10","G06",124.893481119293
"1307","NDM","E10","G07",124.893481119293
"1308","NDM","E10","G11",112.357929903494
"1309","NDM","E10","G12",104.643744539925
"1310","NDM","E10","G14",118.14356892617
"1311","NDM","E10","G16",104.643744539925
"1312","NDM","E10","G18",132.607666482862
"1313","NDM","E10","G19",124.893481119293
"1314","NDM","E10","G20",124.893481119293
"1315","NDM","E10","G26",124.893481119293
"1316","NDM","E10","G30",132.607666482862
"1317","NDM","E10","G31",112.357929903494
"1318","NDM","E10","G32",95.0010128354643
"1319","NDM","E10","G33",104.965168930074
"1320","NDM","E10","G34",112.357929903494
"1321","NDM","E10","G38",124.893481119293
"1322","NDM","E10","G40",124.893481119293
"1323","NDM","E10","G41",124.893481119293
"1324","NDM","E10","G43",124.893481119293
"1325","NDM","E10","G44",124.893481119293
"1326","NDM","E10","G45",124.893481119293
"1327","NDM","E10","G47",124.893481119293
"1328","NDM","E10","G49",117.179295755724
"1329","NDM","E10","G50",124.893481119293
"1330","NDM","E10","G51",124.893481119293
"1331","NDM","E10","G52",130.67912014197
"1332","NDM","E10","G53",124.893481119293
"1333","NDM","E10","G54",142.250398187323
"1334","NDM","E10","G56",132.607666482862
"1335","NDM","E10","G58",124.893481119293
"1336","NDM","E10","G61",124.893481119293
"1337","NDM","E10","G63",124.893481119293
"1338","NDM","E10","G65",142.571822577471
"1339","NDM","E12","G02",94.2373245803595
"1340","NDM","E12","G03",96.9970431621125
"1341","NDM","E12","G04",94.2373245803595
"1342","NDM","E12","G06",96.1478989831116
"1343","NDM","E12","G07",93.2205909391919
"1344","NDM","E12","G11",95.7233268936111
"1345","NDM","E12","G12",95.0864687593604
"1346","NDM","E12","G14",96.9970431621125
"1347","NDM","E12","G16",92.7513222671078
"1348","NDM","E12","G18",95.5110408488609
"1349","NDM","E12","G19",96.7847571173623
"1350","NDM","E12","G20",95.7233268936111
"1351","NDM","E12","G26",94.8741827146102
"1352","NDM","E12","G30",94.8741827146102
"1353","NDM","E12","G31",92.7513222671078
"1354","NDM","E12","G32",93.3881804013585
"1355","NDM","E12","G33",92.7513222671078
"1356","NDM","E12","G34",92.6463772465304
"1357","NDM","E12","G38",96.3601850278618
"1358","NDM","E12","G40",95.5110408488609
"1359","NDM","E12","G41",95.0864687593604
"1360","NDM","E12","G43",95.7233268936111
"1361","NDM","E12","G44",94.8741827146102
"1362","NDM","E12","G45",96.9970431621125
"1363","NDM","E12","G47",96.1478989831116
"1364","NDM","E12","G49",94.6618966698599
"1365","NDM","E12","G50",96.9970431621125
"1366","NDM","E12","G51",95.5110408488609
"1367","NDM","E12","G52",96.3601850278618
"1368","NDM","E12","G53",94.8741827146102
"1369","NDM","E12","G54",96.9970431621125
"1370","NDM","E12","G56",94.0250385356092
"1371","NDM","E12","G58",96.1478989831116
"1372","NDM","E12","G62",96.3601850278618
"1373","NDM","E12","G63",96.1478989831116
"1374","NDM","E12","G65",95.0864687593604
"1375","NDM","E13","G02",177.195556233157
"1376","NDM","E13","G03",173.349841345596
"1377","NDM","E13","G04",176.234127511266
"1378","NDM","E13","G06",180.800913940244
"1379","NDM","E13","G07",173.430782129697
"1380","NDM","E13","G11",173.590198526069
"1381","NDM","E13","G12",174.551627247959
"1382","NDM","E13","G14",175.032341608904
"1383","NDM","E13","G16",173.830555706541
